Stimulus ID, ImageArea,TextGroup,NonTextArea,TextArea,QuadTree,Saturation,Colorfulness2,Colorfulness1,Complexity,Phase 2 Response,Phase 1 Response,Final Score,,,Phase 2 Response,Phase 1 Response,,,,,,,
191,0,5,21,73936,16,79.19464561,13.58034309,99.85190291,3.35803046,3.211382114,3.642276423,3.426829268,,,,,,,,,,,
192,3,1,971674,1390,1585,78.49870871,5.833122754,77.81281877,6.794286765,5.321100917,5.587155963,5.45412844,,,,,,,,,,,
193,9,11,115678,50222,103,30.77890909,4.817797899,48.06202718,4.147151395,3.983050847,4.169491525,4.076271186,,,,,,,,,,,
194,8,6,891041,29360,5470,137.2247293,11.83118847,100.8020043,7.695474226,5.145631068,5.300970874,5.223300971,,,,,,,,,,,
195,6,0,881538,0,3553,102.7117119,16.88757093,84.46107569,6.323472659,5.327272727,5.490909091,5.409090909,,,,,,,,,,,
196,20,35,212284,386967,4507,73.78713694,3.444887928,68.83301485,12.17093084,5.075862069,5.172413793,5.124137931,,,,,,,,,,,
197,25,12,551387,150087,4840,26.798834,3.723321881,51.06181648,8.462180553,4.893442623,4.868852459,4.881147541,,,,,,,,,,,
198,1,0,697200,0,3466,80.6827102,6.702953634,108.1057737,5.486076976,5.897435897,5.957264957,5.927350427,,,,,,,,,,,
199,2,15,6158,118075,130,14.16616261,3.315948148,15.86039575,4.063276167,4.885714286,5.028571429,4.957142857,,,,,,,,,,,
200,1,2,311406,14002,4,18.56252476,2.935117011,43.59352832,3.038601002,6.508928571,6.473214286,6.491071429,,,,,,,,,,,
201,5,6,367970,32695,8827,96.38908695,28.31606611,75.0118926,4.699931222,6.085470085,6.256410256,6.170940171,,,,,,,,,,,
202,30,30,253450,551936,16,29.87240323,2.974399278,71.48270933,14.76546566,4.726495726,4.829059829,4.777777778,,,,,,,,,,,
203,36,12,254206,358148,217,35.36260141,6.175705766,77.02520561,11.45598672,3.470588235,3.823529412,3.647058824,,,,,,,,,,,
204,1,2,902689,50345,2917,28.56481701,29.32329042,43.96203963,6.500728246,5,4.983471074,4.991735537,,,,,,,,,,,
205,14,21,154179,107142,8662,73.37155028,17.32501995,72.69223748,6.18741903,5.557377049,5.81147541,5.68442623,,,,,,,,,,,
206,13,6,453941,55723,3643,49.46676968,7.996464297,33.05392546,5.390038723,4.99009901,5.386138614,5.188118812,,,,,,,,,,,
207,1,2,2199706,6842,1387,30.32393022,8.830545214,37.54852065,11.96322304,5.521008403,5.672268908,5.596638655,,,,,,,,,,,
208,0,0,2003778,0,4630,28.60612753,11.74259793,57.90210899,10.95882529,5.233333333,5.608333333,5.420833333,,,,,,,,,,,
209,7,6,815254,69217,3751,92.9246514,12.83742507,79.15203974,7.577255646,5.105263158,5.359649123,5.23245614,,,,,,,,,,,
210,13,31,464162,301084,16,25.06683122,7.022901387,60.3780861,11.02174035,5.203703704,5.027777778,5.115740741,,,,,,,,,,,
211,0,0,2003778,0,15631,82.68822394,14.8833846,88.70361475,11.43996137,5.177419355,5.201612903,5.189516129,,,,,,,,,,,
212,13,23,320703,236947,10063,154.4479149,8.833205715,97.26831907,9.608531213,4.974358974,5.384615385,5.179487179,,,,,,,,,,,
213,5,15,94014,247235,19,121.7993512,2.837029281,52.92680697,7.001213404,4.949579832,5.12605042,5.037815126,,,,,,,,,,,
214,29,4,1355411,77664,15643,24.60315164,5.908911689,40.33885335,11.12597269,2.212121212,2.353535354,2.282828283,,,,,,,,,,,
215,2,4,345965,32041,160,35.87125985,32.01084771,42.29599637,3.758569783,5.170940171,5.632478632,5.401709402,,,,,,,,,,,
216,1,1,468437,1338,2893,25.07007804,6.498155543,52.20228276,4.101996776,5.517241379,5.793103448,5.655172414,,,,,,,,,,,
217,0,17,72476,295639,274,5.340687882,29.97285811,15.21908137,7.391656228,3.376146789,3.633027523,3.504587156,,,,,,,,,,,
218,10,2,1651737,24629,31597,128.0042814,39.28377623,92.05283106,11.16279989,4.041666667,4.366666667,4.204166667,,,,,,,,,,,
219,34,15,512940,118094,16,18.45840971,3.034007617,38.54722628,8.29837717,4.935779817,5.229357798,5.082568807,,,,,,,,,,,
220,1,0,1512940,0,14446,30.94595982,19.99050498,16.42825513,8.213342775,4.576271186,4.881355932,4.728813559,,,,,,,,,,,
221,1,0,912494,0,5365,57.98003243,41.51530508,77.96859178,6.002973435,4.212962963,4.62037037,4.416666667,,,,,,,,,,,
222,17,17,547420,162264,10642,43.63077697,16.03518864,44.11824558,8.50477295,4.076271186,4.313559322,4.194915254,,,,,,,,,,,
223,5,7,1075893,109292,20758,59.70362905,12.78332421,82.68453811,9.670547766,5.72,5.8,5.76,,,,,,,,,,,
224,149,47,826905,144923,13645,27.72783724,11.5930945,31.06601896,21.1553918,4.631147541,4.737704918,4.68442623,,,,,,,,,,,
225,1,3,344833,6246,130,89.09633269,22.1563551,89.8222843,3.819815963,2.5,2.657407407,2.578703704,,,,,,,,,,,
226,2,2,653649,36698,2374,47.43796058,24.80681923,65.0256391,5.31173283,3.681034483,4.224137931,3.952586207,,,,,,,,,,,
227,5,3,2022423,21555,97,153.7865144,24.04333887,131.8186693,12.5391035,5.763636364,5.745454545,5.754545455,,,,,,,,,,,
228,1,0,2076156,0,24907,21.37387776,6.820331358,38.23444896,11.29283136,5.87394958,5.756302521,5.81512605,,,,,,,,,,,
229,4,2,1685839,18992,20752,79.86356164,25.99156688,57.12871374,10.10022216,6.191666667,6.125,6.158333333,,,,,,,,,,,
230,27,15,797165,77883,9520,15.99485527,13.30531214,33.619386,8.69272562,3.902439024,3.983739837,3.943089431,,,,,,,,,,,
231,7,20,867951,134893,12283,55.69720945,5.198687438,14.9520101,9.168083138,5.112068966,5.137931034,5.125,,,,,,,,,,,
232,1,0,576875,0,1069,66.23149266,1.801896562,55.03254959,4.819339156,5.28,5.416,5.348,,,,,,,,,,,
233,26,33,122205,143136,8278,94.65206722,38.89622119,66.08535042,8.734095746,5.959183673,6.265306122,6.112244898,,,,,,,,,,,
234,3,9,134761,49251,3814,152.5890311,9.307515823,58.37874779,3.620074906,4.470588235,4.81512605,4.642857143,,,,,,,,,,,
235,1,3,590486,24769,178,78.52153651,25.63881753,80.61434017,5.233249384,5.019230769,5.317307692,5.168269231,,,,,,,,,,,
236,24,19,433602,115948,2116,22.50118579,13.79738313,52.85162063,8.436458482,6.091743119,6.28440367,6.188073394,,,,,,,,,,,
237,8,17,127001,380119,16,22.10256684,4.714073627,40.37499413,9.071304378,4.991735537,5.438016529,5.214876033,,,,,,,,,,,
238,15,13,533137,83312,358,34.30952456,11.96126237,51.66302743,6.93207446,5.227642276,5.577235772,5.402439024,,,,,,,,,,,
239,16,7,278961,115905,2398,212.0624865,204.9578968,116.6553637,6.68881706,3.782258065,4.25,4.016129032,,,,,,,,,,,
240,2,1,2583184,2407,13855,149.163469,5.462401777,125.4216455,14.92564095,5.3828125,5.3984375,5.390625,,,,,,,,,,,
241,1,0,601917,0,4390,9.989485849,12.56597697,32.01962403,4.190182995,5.418803419,5.675213675,5.547008547,,,,,,,,,,,
242,4,11,54449,128261,4,30.49822737,18.90287831,35.86973252,4.223690972,5.686956522,5.834782609,5.760869565,,,,,,,,,,,
243,4,3,690544,40263,3586,48.07044633,55.52823174,65.50391427,5.781311678,5.595041322,5.834710744,5.714876033,,,,,,,,,,,
244,17,17,94689,246158,16,7.416087931,3.323296678,20.64830822,7.303962511,5.254716981,5.650943396,5.452830189,,,,,,,,,,,
245,9,29,229759,336845,2218,15.15201305,11.67780447,43.46170477,9.598118132,4.480314961,4.68503937,4.582677165,,,,,,,,,,,
246,46,26,909620,331645,38359,41.97220467,13.66693137,55.69885617,15.68674104,3.762886598,3.793814433,3.778350515,,,,,,,,,,,
247,5,9,155291,122153,4,7.589463109,6.649221416,25.19738134,4.480971116,5.336134454,5.462184874,5.399159664,,,,,,,,,,,
248,5,15,2189625,120570,94,26.08032667,18.6428896,56.17175946,14.95965821,5.564885496,5.496183206,5.530534351,,,,,,,,,,,
249,1,0,642000,0,343,37.58614349,11.59292439,73.45511963,4.732154056,4.868421053,5.228070175,5.048245614,,,,,,,,,,,
250,6,7,1784854,15096,15529,45.39782704,63.96202754,54.72556183,10.99947595,5.289256198,5.595041322,5.44214876,,,,,,,,,,,
251,8,13,143533,84206,1141,40.6497194,11.69346249,39.78107186,4.506511039,5.05511811,5.440944882,5.248031496,,,,,,,,,,,
252,22,22,783085,85046,5482,29.99028148,11.74878009,61.09672669,9.326134929,5.606060606,5.757575758,5.681818182,,,,,,,,,,,
253,1,0,468958,0,8491,61.61376253,33.95722274,62.05546796,3.958150872,5.810526316,5.968421053,5.889473684,,,,,,,,,,,
254,8,10,145309,64511,1444,8.846246354,2.09559618,17.84319616,3.772840089,4.451851852,4.651851852,4.551851852,,,,,,,,,,,
255,3,13,370801,69271,3955,39.08532159,13.92296524,50.32649495,5.335163527,4.572649573,4.700854701,4.636752137,,,,,,,,,,,
256,4,2,889867,20166,16,8.807213567,1.716089064,33.3817404,6.029966121,5.573913043,5.686956522,5.630434783,,,,,,,,,,,
257,3,7,581644,141919,964,81.08154682,30.32134926,67.36074965,7.194266518,6.204724409,6.181102362,6.192913386,,,,,,,,,,,
258,1,42,5512,263924,4306,38.44607118,27.53374041,41.46544601,7.767027881,5.913793103,5.99137931,5.952586207,,,,,,,,,,,
259,2,0,2680000,0,6994,72.94921679,4.268333046,90.26838657,14.88709438,5.562962963,5.814814815,5.688888889,,,,,,,,,,,
260,2,4,465632,17854,8179,71.44015274,13.49675747,40.19776453,4.115644442,5.88034188,6.111111111,5.995726496,,,,,,,,,,,
261,17,4,600230,47053,16,27.51755004,29.95511024,54.41135458,6.40861645,2.959349593,3.536585366,3.24796748,,,,,,,,,,,
262,6,3,594946,5172,6634,44.56390625,35.88756162,64.72978259,5.03560214,3.448275862,3.482758621,3.465517241,,,,,,,,,,,
263,21,36,429124,222176,20041,138.1298808,15.7174064,56.25377435,10.34770837,5.8,6.00952381,5.904761905,,,,,,,,,,,
264,10,8,262724,28613,1630,40.88988113,3.35379833,82.78003697,4.691484018,4.875,5.221153846,5.048076923,,,,,,,,,,,
265,35,28,1002637,339456,2050,27.00556571,8.342419165,60.09393919,15.07504343,5.314516129,5.580645161,5.447580645,,,,,,,,,,,
266,1,2,731352,17355,91,68.13991905,4.781307579,29.69923024,5.292374348,5.837398374,6.089430894,5.963414634,,,,,,,,,,,
267,31,52,161983,340953,16,14.70921117,5.076402321,37.79420124,12.6316,4.827956989,5.043010753,4.935483871,,,,,,,,,,,
268,7,6,235337,88043,2134,15.24134938,14.63080083,40.29008318,4.46345711,4.762295082,4.991803279,4.87704918,,,,,,,,,,,
269,2,1,598852,23374,9466,22.90609552,15.84231863,37.28566131,4.863856822,6.285714286,6.410714286,6.348214286,,,,,,,,,,,
270,2,3,591725,21020,9586,132.5449684,33.66247461,55.27090708,4.756165263,5.819444444,5.986111111,5.902777778,,,,,,,,,,,
271,3,7,10181,75125,196,36.39893818,6.986761725,69.86137726,3.378362661,4.579831933,4.991596639,4.785714286,,,,,,,,,,,
272,6,5,297941,16389,673,129.8936144,3.78189549,65.02046122,4.179711797,4.485148515,4.673267327,4.579207921,,,,,,,,,,,
273,9,22,115889,259887,157,33.49746481,9.320107226,73.59405995,7.896809209,4.757575758,4.954545455,4.856060606,,,,,,,,,,,
274,1,0,597040,0,11503,118.4943886,36.71848388,117.0939049,5.064205357,3.301075269,3.52688172,3.413978495,,,,,,,,,,,
275,22,30,332387,538988,16,161.7614761,3.349563062,108.2378992,14.79867009,5.166666667,5.574074074,5.37037037,,,,,,,,,,,
276,6,5,1980396,143279,11578,11.28180937,6.041005836,26.63964267,13.68857305,5.163934426,5.049180328,5.106557377,,,,,,,,,,,
277,33,39,471303,159419,24364,189.4165552,7.200499793,77.60198742,11.389268,6.472868217,6.434108527,6.453488372,,,,,,,,,,,
278,2,6,177321,161752,64,32.52048933,4.947642726,50.07041533,4.96389821,5.383838384,5.555555556,5.46969697,,,,,,,,,,,
279,36,38,249835,363921,18892,43.25171863,11.07384155,74.2783271,13.12955217,4.451327434,4.716814159,4.584070796,,,,,,,,,,,
280,1,0,744399,0,538,13.24705821,3.181625175,23.1983952,5.011454158,4.3,4.675,4.4875,,,,,,,,,,,
281,3,9,1126452,64148,3751,41.10262871,12.11965328,72.22614953,8.673441143,4.481481481,4.388888889,4.435185185,,,,,,,,,,,
282,8,23,95249,89153,3181,58.47360794,3.638015258,81.01539085,6.081814794,4.764705882,5.067226891,4.915966387,,,,,,,,,,,
283,36,6,1102105,163893,11281,24.00212919,21.80824961,61.47121303,11.99684669,5.260869565,5.373913043,5.317391304,,,,,,,,,,,
284,14,24,141863,252064,16,11.69587919,0.888543414,41.12538395,8.08289615,3.568,3.8,3.684,,,,,,,,,,,
285,1,0,1743240,0,13183,51.66259947,17.75254612,50.42326633,9.676391171,5.540540541,5.495495495,5.518018018,,,,,,,,,,,
286,15,24,282382,207889,2002,18.50548623,17.38314967,30.41005502,8.231442166,5.344537815,5.680672269,5.512605042,,,,,,,,,,,
287,1,11,95022,86048,9757,88.70436943,23.31472161,51.29297462,3.77825951,6.581967213,6.532786885,6.557377049,,,,,,,,,,,
288,13,27,309294,79723,2320,60.9390025,15.92517079,85.3376165,7.042104252,5.899159664,6.016806723,5.957983193,,,,,,,,,,,
289,51,29,290679,102044,15304,41.08168385,18.54801105,48.28798801,9.482736343,5.378378378,5.837837838,5.608108108,,,,,,,,,,,
290,7,7,140349,52147,397,10.98139815,20.9141242,30.7236633,3.360842891,5.427350427,5.64957265,5.538461538,,,,,,,,,,,
291,14,12,353018,60492,832,34.86795573,9.485700612,40.54193492,6.184308179,5.140495868,5.487603306,5.314049587,,,,,,,,,,,
292,12,10,1031619,104539,6676,54.47416629,14.15319972,88.7741461,9.53438928,5.708333333,5.65625,5.682291667,,,,,,,,,,,
293,1,1,2862000,238,31156,159.2241683,18.05479493,133.0067485,16.18841138,5.881355932,6.203389831,6.042372881,,,,,,,,,,,
294,10,23,39834,55728,4,47.04794833,2.696269801,24.86302253,4.590454594,6.426086957,6.530434783,6.47826087,,,,,,,,,,,
295,34,7,565113,45393,18439,58.24305126,10.69501834,56.20375295,8.081356693,5.3,5.569230769,5.434615385,,,,,,,,,,,
296,29,23,773480,167871,22684,19.72675124,14.23111762,21.25870837,10.82909161,4.561403509,4.789473684,4.675438596,,,,,,,,,,,
297,1,5,521287,14836,1624,29.90363357,3.757706835,40.30071021,4.599964928,5.61682243,5.644859813,5.630841121,,,,,,,,,,,
298,5,29,479975,302444,16,24.28032248,0.789425282,71.64753999,10.36423338,5.328,5.432,5.38,,,,,,,,,,,
299,2,6,1645824,19004,12316,26.84508142,48.0967498,42.60741963,9.851822955,6.2,6.263636364,6.231818182,,,,,,,,,,,
300,4,28,29626,190125,1846,51.30823351,20.71373607,68.25509168,6.669782471,5.301075269,5.720430108,5.510752688,,,,,,,,,,,
301,23,34,261632,119723,727,79.24099192,15.45619536,53.4633019,7.96731829,5.433070866,5.748031496,5.590551181,,,,,,,,,,,
302,7,7,1986933,46382,49,41.91083641,31.3132489,64.27863515,12.49106874,6.05511811,6.181102362,6.118110236,,,,,,,,,,,
303,7,20,174633,32487,442,40.77752533,3.554835476,49.07418775,4.491973464,5.675,5.925,5.8,,,,,,,,,,,
304,49,12,912823,28143,6265,42.80413455,3.34363573,52.18361801,10.80481003,5.339449541,5.311926606,5.325688073,,,,,,,,,,,
305,50,15,1076463,45974,4534,30.57155783,4.662831667,47.90962958,12.07613466,5.205607477,5.280373832,5.242990654,,,,,,,,,,,
306,46,20,823075,88664,4858,33.53822618,8.165550373,54.26460008,11.36534904,5.100840336,5.521008403,5.31092437,,,,,,,,,,,
307,8,11,1660940,15863,15880,52.89663376,29.85597082,83.6291217,10.87475576,5.140495868,5.198347107,5.169421488,,,,,,,,,,,
308,3,22,817132,82842,8779,183.657989,2.985813897,65.17225817,8.98443329,6.394736842,6.675438596,6.535087719,,,,,,,,,,,
309,16,21,499036,205069,5569,130.1855824,17.94247429,48.76008181,9.080591609,6.315315315,6.297297297,6.306306306,,,,,,,,,,,
310,15,12,686499,23853,1750,15.60016181,26.48617178,34.64424003,6.846959855,4.740384615,4.586538462,4.663461538,,,,,,,,,,,
311,13,25,475792,546726,16,16.02334023,16.77239644,35.21554434,14.11782255,5.745614035,5.921052632,5.833333333,,,,,,,,,,,
312,17,10,2121583,61933,13972,73.5797908,21.51177628,73.44438669,14.50731198,5.8,5.869565217,5.834782609,,,,,,,,,,,
313,1,1,887760,35844,3088,69.04984579,6.894846796,87.73642762,6.666936682,5.155172414,5.387931034,5.271551724,,,,,,,,,,,
314,4,9,550113,69862,3808,27.37462907,18.09037804,45.51009676,5.678303751,5.833333333,5.968253968,5.900793651,,,,,,,,,,,
315,1,0,1930742,0,15454,44.32825531,19.89058273,54.0456205,10.82576923,5.316666667,5.641666667,5.479166667,,,,,,,,,,,
316,12,24,1499927,219397,14428,124.1903947,10.15835348,57.01056397,14.59286694,5.830508475,5.805084746,5.81779661,,,,,,,,,,,
317,6,21,1236327,201033,2107,18.86114014,10.26172019,48.34377195,11.87497586,5.440366972,5.614678899,5.527522936,,,,,,,,,,,
318,3,7,51388,138747,8710,45.91952387,12.40899903,31.0325972,4.418450998,6.347826087,6.4,6.373913043,,,,,,,,,,,
319,55,74,449918,177679,7681,25.46995547,11.07240352,51.62746819,23.19309366,4.106796117,4.766990291,4.436893204,,,,,,,,,,,
321,1,0,3119104,0,26584,47.06236585,10.17626869,29.62145642,16.00586175,4.480392157,4.852941176,4.666666667,,,,,,,,,,,
322,1,0,357296,0,4,0,0,0,2.391940336,4.072072072,4.486486486,4.279279279,,,,,,,,,,,
323,12,17,765985,97588,16672,184.2881393,56.77888151,112.9940769,8.860605999,3.73553719,4.305785124,4.020661157,,,,,,,,,,,
324,9,15,640465,42770,16,10.15574897,21.63212555,29.09173102,6.391244015,4.373913043,4.660869565,4.517391304,,,,,,,,,,,
325,12,26,818277,178351,1612,72.50809864,36.052444,63.15989978,10.98975962,5.912280702,5.736842105,5.824561404,,,,,,,,,,,
326,46,8,664530,94061,7804,55.37715562,11.77765102,42.96063521,9.579547572,5.526717557,5.580152672,5.553435115,,,,,,,,,,,
327,1,2,1021824,2551,178,58.81166667,3.82575122,75.30478629,6.633262012,6.071428571,5.883928571,5.977678571,,,,,,,,,,,
328,6,5,252172,58058,3934,32.01479265,9.943136559,28.56572237,4.033561883,5.919354839,6.016129032,5.967741935,,,,,,,,,,,
329,27,13,306600,136482,1840,36.71459852,5.479839508,53.50408816,7.72861673,5.310344828,5.353448276,5.331896552,,,,,,,,,,,
(blank),,,,,,,,,,,,0,,,,,,,,,,,
Grand Total,11.40348227,12.80701754,677437.666,103524.9743,5787.568214,55.29102294,17.14696771,57.51665117,7.836896808,5.091575378,5.264501826,5.178038602,,,,,,,,,,,
